Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
323,0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,2083
9601,2.01,Premium,I,SI2,63.0,56.0,8.05,7.96,5.05,11312
6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
973,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
5454,0.31,Premium,G,VS1,62.1,58.0,4.35,4.31,2.69,802
22798,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
18096,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,854
14370,0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
16584,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,833
25314,1.25,Ideal,H,SI2,62.2,55.4,6.89,6.94,4.29,5932
10291,1.12,Ideal,H,SI1,61.8,56.0,6.67,6.69,4.13,5838
14094,0.72,Ideal,G,VS1,61.7,56.0,5.75,5.78,3.56,3478
17531,0.43,Very Good,F,VS1,61.0,57.0,4.84,4.89,2.97,1056
19600,1.32,Good,E,SI1,63.7,56.0,6.96,6.88,4.41,6830
219,1.0,Very Good,E,VS1,63.0,56.0,6.39,6.41,4.03,7453
1406,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,4672
453,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
13745,0.32,Very Good,H,VVS1,62.9,57.0,4.33,4.38,2.74,730
17506,1.15,Premium,I,SI1,59.6,58.0,6.86,6.82,4.08,4959
12498,0.93,Very Good,D,SI1,60.8,60.0,6.24,6.3,3.81,3880
2705,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,6109
11612,0.72,Good,I,VS1,61.3,63.0,5.67,5.75,3.5,2451
18984,0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
1811,0.41,Premium,F,VVS2,61.0,59.0,4.77,4.83,2.93,1115
7252,0.52,Ideal,I,VS2,61.5,56.0,5.19,5.21,3.2,1214
1616,0.56,Fair,E,SI1,64.5,61.0,5.22,5.09,3.33,1358
21074,1.56,Good,I,SI1,64.0,57.0,7.32,7.28,4.67,6246
7833,0.7,Very Good,I,SI1,59.4,62.0,5.77,5.82,3.44,2058
6556,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,803
4147,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3704
19387,1.1,Ideal,F,SI1,61.4,55.0,6.65,6.68,4.09,6146
25786,0.31,Premium,G,VS2,61.7,58.0,4.32,4.34,2.67,544
7756,0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
13561,0.7,Good,F,VS2,62.6,61.0,5.56,5.62,3.5,2591
8026,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,15412
15950,1.11,Very Good,F,VVS2,60.8,57.0,6.7,6.73,4.08,9792
4869,2.02,Very Good,I,VS2,63.2,53.0,8.09,8.18,5.14,16179
4219,0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,815
22574,2.03,Ideal,J,SI1,62.6,55.0,8.06,8.1,5.06,13357
7899,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5259
20949,1.1,Very Good,I,VS2,61.8,58.0,6.59,6.62,4.08,5524
23579,2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,13453
7841,0.38,Premium,F,VVS1,61.6,58.0,4.66,4.63,2.86,1257
14614,1.16,Ideal,H,SI2,60.9,59.0,6.72,6.78,4.11,5388
14898,0.33,Very Good,F,VS2,63.2,56.0,4.41,4.39,2.78,854
6264,1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,3119
6391,0.42,Very Good,F,SI1,63.4,56.0,4.8,4.76,3.03,926
2388,0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
3699,1.0,Ideal,F,VS1,61.4,56.0,6.46,6.51,3.98,7177
606,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295
11742,1.27,Very Good,F,SI2,61.0,61.0,6.95,7.01,4.26,5330
14817,0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,1280
11568,0.42,Premium,D,SI2,60.1,58.0,4.83,4.88,2.92,700
7657,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
2123,0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
11743,2.01,Premium,I,SI1,61.0,60.0,8.16,8.11,4.96,12617
25573,0.7,Very Good,E,SI1,62.3,58.0,5.6,5.67,3.51,2476
23121,0.55,Ideal,G,VVS2,60.5,56.0,5.36,5.37,3.24,1948
8088,2.26,Premium,H,SI2,61.1,57.0,8.45,8.4,5.15,13885
18471,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
1749,0.43,Ideal,J,SI1,61.9,54.0,4.88,4.84,3.01,708
24251,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,6350
3833,0.7,Ideal,F,SI2,65.0,53.0,5.61,5.56,3.63,2394
3816,1.42,Premium,G,VS1,62.1,56.0,7.27,7.22,4.5,11434
12274,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
18943,0.42,Very Good,E,SI2,58.8,60.0,4.86,4.9,2.87,653
24328,0.32,Premium,I,SI1,61.1,59.0,4.42,4.38,2.69,540
15005,1.07,Very Good,D,IF,60.9,58.0,6.57,6.67,4.03,18114
3358,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,1662
13867,0.34,Ideal,E,SI2,62.0,56.0,4.48,4.45,2.77,612
10506,0.7,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48,2023
18950,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,675
6191,1.01,Premium,D,SI2,61.7,59.0,6.41,6.37,3.94,4072
5222,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83,5096
4477,0.5,Fair,D,SI1,64.6,61.0,5.05,4.95,3.23,1238
11752,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
20345,1.12,Ideal,F,SI2,61.8,56.0,6.65,6.68,4.12,5277
12653,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,1693
4609,0.3,Ideal,I,VS1,62.5,57.0,4.32,4.29,2.69,608
13529,0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957
26334,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05,4696
5903,1.21,Premium,H,SI2,61.1,60.0,6.91,6.86,4.21,5082
20830,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,4981
11315,1.2,Premium,J,VS2,60.8,60.0,6.85,6.89,4.18,4839
20850,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,1110
5470,0.71,Very Good,F,VS1,60.1,62.0,5.74,5.77,3.46,2765
19379,0.7,Very Good,F,VS2,63.0,58.0,5.59,5.62,3.53,2507
19204,0.78,Premium,D,SI1,60.9,55.0,6.0,5.93,3.63,3145
18615,0.75,Very Good,D,SI1,63.9,56.0,5.73,5.75,3.67,3085
12932,0.35,Premium,E,VVS2,60.2,58.0,4.66,4.61,2.79,1024
21548,0.5,Ideal,I,SI2,62.2,53.0,5.11,5.14,3.19,895
9485,1.53,Premium,F,SI2,60.9,60.0,7.5,7.37,4.53,7685
3232,0.31,Ideal,G,VVS1,61.9,55.0,4.3,4.36,2.68,816
2206,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,761
6866,1.13,Premium,H,VS2,62.4,58.0,6.61,6.66,4.14,5779
10000,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,2822
6691,0.71,Premium,E,SI1,60.5,55.0,5.79,5.74,3.49,2756
5015,0.31,Very Good,G,VVS1,,59.0,4.4,4.42,2.63,642
8243,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3238
18515,1.2,Premium,J,VS2,58.0,59.0,6.98,6.92,4.03,4435
10837,0.71,Premium,E,VS2,59.0,59.0,5.78,5.88,3.44,2711
25628,0.41,Premium,E,VS1,62.0,57.0,4.77,4.74,2.95,1153
9465,0.71,Good,I,SI1,63.6,63.0,5.61,5.64,3.58,1651
25207,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
21427,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49,6145
14472,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1151
22394,0.34,Premium,G,VS2,61.2,59.0,4.43,4.49,2.73,596
15325,0.72,Ideal,F,VS1,61.3,56.0,5.74,5.78,3.54,3759
16877,0.51,Very Good,I,VS2,60.3,63.0,5.16,5.13,3.1,1068
10118,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
21969,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,4206
2629,0.5,Fair,G,VVS2,64.9,58.0,5.0,4.95,3.23,1712
26347,0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
13353,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
21420,1.04,Premium,I,VS1,61.4,57.0,6.52,6.47,3.99,4240
26550,0.71,Ideal,D,SI2,62.5,56.0,5.7,5.73,3.57,2487
20601,1.51,Ideal,G,VS1,60.8,57.0,7.37,7.44,4.5,14779
4593,0.52,Ideal,G,VVS2,60.8,57.0,5.16,5.21,3.15,1911
4713,0.76,Good,G,SI1,57.7,63.0,6.05,5.97,3.47,2447
26404,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,530
21937,1.56,Good,J,VS2,57.6,65.0,7.6,7.62,4.38,6966
812,0.4,Premium,D,SI2,60.0,58.0,4.8,4.84,2.89,666
11341,1.26,Premium,I,VS2,,58.0,6.88,6.94,4.31,6023
17930,1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606
16471,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,4044
25584,0.33,Ideal,E,VS2,61.1,56.0,4.48,4.45,2.73,928
11970,1.2,Premium,H,SI2,60.8,59.0,6.8,6.75,4.12,4301
10792,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349
10401,0.32,Premium,J,VS2,61.9,59.0,4.35,4.38,2.7,393
4726,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
12158,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1271
5745,0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,2963
15487,0.38,Premium,E,VS2,62.2,59.0,4.63,4.67,2.89,866
3550,0.5,Premium,D,VS2,61.4,59.0,5.11,5.15,3.15,1752
7019,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,1263
9415,0.55,Very Good,E,VS2,62.3,61.0,5.16,5.21,3.23,1669
985,0.3,Very Good,D,SI1,61.0,61.0,4.27,4.29,2.61,552
25282,1.0,Fair,E,VVS2,65.4,56.0,6.28,6.2,4.08,7918
5633,0.53,Ideal,D,VS2,60.9,57.0,5.17,5.24,3.17,1783
16607,1.21,Ideal,I,VS1,61.5,58.0,6.84,6.88,4.22,6691
11724,1.0,Premium,F,VS2,,55.0,6.38,6.35,4.0,5864
14477,2.0,Premium,I,SI2,61.3,59.0,8.13,8.09,4.97,14208
1701,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
2795,1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,3604
15417,0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,853
3504,0.42,Ideal,F,VVS2,61.6,56.0,4.83,4.85,2.98,1142
4911,0.32,Ideal,G,SI1,61.4,55.0,4.4,4.46,2.72,461
17413,0.37,Ideal,J,SI1,62.2,53.0,4.63,4.67,2.89,451
26727,0.37,Ideal,F,SI2,60.9,56.0,4.65,4.68,2.84,572
4922,0.59,Ideal,D,SI1,61.4,55.0,5.41,5.43,3.33,1783
16715,0.24,Very Good,F,VVS2,58.0,60.0,4.09,4.12,2.38,533
11921,0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,2835
18528,0.74,Ideal,E,VS2,62.6,56.0,5.73,5.81,3.61,3036
672,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
6738,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,2423
12820,0.32,Ideal,I,VS2,61.5,54.0,4.43,4.45,2.73,466
16741,0.75,Ideal,I,VS1,59.9,57.0,5.96,5.9,3.56,2562
11778,1.11,Good,J,SI1,63.6,58.0,6.57,6.48,4.15,3916
2552,1.16,Ideal,I,SI2,62.6,56.0,6.68,6.73,4.2,4478
25451,0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8,5887
5733,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,790
2500,1.26,Ideal,G,SI2,60.9,55.0,7.0,7.05,4.28,5937
20220,0.76,Ideal,F,VS2,62.6,56.0,5.82,5.78,3.63,2960
20867,0.72,Ideal,E,VS2,60.8,56.0,5.81,5.84,3.54,3304
13255,1.08,Very Good,I,SI1,62.2,57.0,6.57,6.54,4.08,4933
12239,1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,4890
18561,0.7,Premium,I,VVS1,59.1,60.0,5.8,5.77,3.42,2536
12863,1.01,Premium,G,VVS2,61.3,61.0,6.47,6.32,3.92,6470
24365,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
9898,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,2818
759,0.54,Ideal,E,VS2,60.5,56.0,5.26,5.28,3.19,1754
13099,1.03,Ideal,D,SI1,59.9,57.0,6.61,6.68,3.98,6460
982,1.01,Ideal,D,SI2,61.6,57.0,6.42,6.46,3.97,4916
25069,0.46,Fair,E,VS2,66.8,61.0,4.84,4.71,3.2,1070
9104,0.26,Ideal,F,VVS1,62.4,56.0,4.1,4.11,2.56,599
22104,0.34,Premium,H,VS2,60.2,60.0,4.56,4.51,2.73,689
20363,1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449
1665,0.32,Ideal,F,VS2,61.6,57.0,4.4,4.43,2.72,645
12537,0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,1847
22286,1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77,14275
3658,0.79,Ideal,E,VS2,62.2,55.0,5.9,5.97,3.69,3827
6118,0.9,Very Good,E,SI1,63.5,55.0,6.22,6.12,3.92,3508
7243,1.52,Very Good,F,VS1,63.8,56.0,7.25,7.3,4.64,15819
18779,1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,5633
5094,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
9702,0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1237
9686,1.52,Fair,H,VS2,62.1,66.0,7.33,7.13,4.5,8674
6808,0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79,1033
23164,0.71,Very Good,I,VS2,62.8,59.0,5.64,5.67,3.55,2185
3107,0.5,Ideal,I,VVS2,61.8,57.0,5.09,5.11,3.15,1322
22442,0.33,Ideal,H,IF,61.1,56.0,4.47,4.5,2.74,838
13903,0.31,Ideal,E,VS2,61.4,54.0,4.38,4.41,2.7,680
24117,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,530
9045,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68,707
15626,1.59,Ideal,I,VS2,61.1,55.0,7.54,7.48,4.59,9972
9368,0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,1668
23856,0.64,Ideal,D,VVS1,61.5,56.0,5.57,5.59,3.43,4281
7443,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,756
4353,1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
11815,1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96,4869
2288,0.37,Ideal,G,SI1,61.8,55.0,4.62,4.64,2.86,745
2990,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
18353,0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,2386
9343,0.31,Premium,F,VS2,59.3,60.0,4.41,4.39,2.61,802
13794,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605
21800,0.91,Good,F,SI1,63.7,58.0,6.1,6.17,3.91,3993
10242,0.55,Ideal,F,VS1,60.3,57.0,5.32,5.37,3.23,1682
6029,0.34,Ideal,F,SI1,62.8,56.0,4.46,4.42,2.79,727
7023,1.06,Ideal,G,VVS2,61.0,57.0,6.55,6.57,4.0,7900
1356,0.78,Ideal,E,SI2,61.0,56.0,5.92,5.98,3.63,3053
11186,0.56,Ideal,I,SI1,61.8,54.0,5.28,5.31,3.27,1212
12829,0.34,Premium,F,SI2,63.0,58.0,4.47,4.45,2.81,574
2574,0.43,Ideal,I,VS1,62.4,56.0,4.81,4.84,3.01,1218
9047,0.31,Ideal,F,IF,62.1,55.0,4.34,4.35,2.7,979
15453,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
26036,0.5,Good,D,SI2,63.1,56.0,5.05,4.96,3.16,958
13451,0.31,Premium,G,SI1,60.7,60.0,4.34,4.36,2.64,462
2461,0.51,Premium,E,VS1,62.0,61.0,5.14,5.11,3.18,1758
9107,0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871
10334,0.4,Ideal,F,VVS2,,55.0,4.75,4.72,2.98,1039
13505,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721
14137,0.72,Very Good,E,VVS1,61.2,58.0,5.75,5.79,3.53,3903
17348,0.36,Premium,E,SI2,60.6,59.0,4.61,4.57,2.78,648
25287,0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2,1895
4986,1.2,Ideal,G,VVS2,61.1,56.0,6.88,6.91,4.21,10454
13501,0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,781
21453,0.43,Premium,H,I1,62.0,59.0,4.78,4.83,2.98,452
10042,1.21,Ideal,G,VS1,62.5,57.0,6.77,6.7,4.21,6025
20738,0.3,Ideal,G,VVS1,61.7,55.0,4.31,4.35,2.67,747
7673,1.05,Ideal,F,VVS2,60.5,55.0,6.67,6.58,4.01,10011
19267,0.41,Premium,G,VS1,60.0,61.0,4.86,4.77,2.89,961
10197,0.54,Premium,E,VS2,60.0,58.0,5.34,5.29,3.19,1709
90,0.3,Ideal,H,VVS1,61.8,55.0,4.34,4.37,2.69,665
22423,0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,454
24501,1.43,Very Good,H,SI1,62.8,58.0,7.08,7.13,4.46,8069
9211,1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38,4730
17285,1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,3504
15832,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
21461,0.4,Very Good,E,SI1,62.8,59.0,4.7,4.73,2.96,707
25286,1.07,Ideal,E,VVS2,61.4,56.0,6.65,6.55,4.05,10043
18439,1.51,Ideal,J,SI1,61.4,57.0,7.38,7.43,4.55,8049
21355,0.35,Ideal,E,VS2,61.6,55.0,4.54,4.49,2.78,984
2958,0.26,Very Good,F,VVS2,59.2,60.0,4.19,4.22,2.49,554
7030,2.09,Ideal,J,VS1,61.2,59.0,8.31,8.22,5.06,15172
797,0.38,Ideal,D,VVS1,60.3,56.0,4.72,4.74,2.85,1867
1989,0.43,Ideal,G,VS1,61.2,57.0,4.88,4.83,2.97,941
12872,1.04,Very Good,G,SI1,61.8,59.0,6.49,6.55,4.03,5070
20787,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43,431
5587,0.9,Very Good,I,VS2,61.2,57.0,6.15,6.2,3.78,3720
16934,1.04,Ideal,G,VS2,61.4,57.0,6.5,6.53,4.0,6177
22170,0.23,Very Good,E,VVS2,,63.0,3.98,4.05,2.37,485
19965,1.22,Good,J,SI1,63.8,57.0,6.77,6.72,4.3,4612
4339,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,968
12846,0.33,Premium,E,VS2,62.0,60.0,4.46,4.41,2.75,829
22617,1.01,Premium,E,SI2,59.1,60.0,6.57,6.55,3.88,4412
26504,1.1,Ideal,I,VS1,62.3,55.0,6.64,6.6,4.12,5864
3116,1.22,Ideal,E,SI1,61.7,56.0,6.88,6.92,4.26,7085
10584,1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,5506
13594,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
15362,1.76,Ideal,I,VS1,62.0,57.0,7.74,7.71,4.79,11722
18189,1.01,Ideal,E,VVS2,61.7,55.0,6.44,6.49,3.99,10852
23172,0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2885
8522,0.7,Ideal,G,VS1,60.8,56.0,5.73,5.8,3.51,3300
2470,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,1896
24262,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,16769
22206,1.03,Ideal,F,I1,61.1,55.0,6.54,6.51,3.99,3507
26107,0.39,Ideal,G,VVS2,61.6,56.6,4.68,4.71,2.9,952
2222,0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67,559
21877,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
4581,0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,2135
20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
15541,2.0,Fair,J,I1,66.5,56.0,7.93,7.8,5.23,6796
10130,0.72,Ideal,I,VVS2,61.2,59.0,5.75,5.79,3.53,2452
21793,0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
24343,0.52,Premium,F,VS2,61.8,59.0,5.15,5.11,3.17,1605
18093,0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,1035
20185,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1251
21991,0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
6217,0.55,Ideal,F,VS2,61.2,55.0,5.28,5.3,3.24,1580
246,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71,464
17060,1.06,Good,G,VS2,63.1,59.0,6.45,6.48,4.08,6212
11811,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,7357
15329,0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,1841
7829,0.91,Ideal,F,SI1,62.0,55.0,6.21,6.24,3.86,5176
9994,1.25,Very Good,F,VS2,62.5,59.0,6.81,6.89,4.28,9377
15353,2.01,Ideal,J,SI1,62.3,57.0,8.05,7.99,5.0,12607
4803,0.5,Premium,F,VVS1,61.1,55.0,5.15,5.13,3.14,2081
22370,0.72,Very Good,H,SI1,61.5,56.0,5.77,5.8,3.56,2277
4682,1.08,Premium,H,VS1,58.6,60.0,6.84,6.78,3.99,5818
6031,0.53,Ideal,E,VS2,62.8,57.0,5.19,5.16,3.25,1776
24631,1.72,Ideal,G,SI2,62.8,59.0,7.62,7.55,4.76,10268
21296,1.05,Very Good,F,SI2,62.1,58.0,6.47,6.5,4.03,4436
9072,0.43,Very Good,F,SI1,61.6,59.0,4.83,4.87,2.99,792
7190,0.3,Premium,F,VS2,60.7,58.0,4.32,4.35,2.63,605
9714,0.33,Very Good,G,VVS1,61.4,60.0,4.39,4.44,2.71,868
22905,1.23,Premium,F,SI2,59.9,58.0,7.02,6.96,4.19,5841
3020,0.31,Good,E,VS1,59.0,63.0,4.44,4.47,2.63,600
19727,0.58,Ideal,E,SI1,61.6,55.0,5.38,5.33,3.3,1758
179,0.32,Ideal,E,VVS2,62.0,54.0,4.41,4.43,2.74,790
4520,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,480
1985,1.01,Premium,G,VS2,61.2,57.0,6.46,6.41,3.94,5701
16133,0.39,Premium,G,IF,59.0,60.0,4.78,4.75,2.81,1362
17907,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3472
6463,1.03,Very Good,G,SI2,63.9,59.0,6.33,6.39,4.07,4769
15761,0.9,Very Good,H,SI2,61.1,63.0,6.19,6.12,3.76,3105
17985,0.57,Premium,E,VS1,61.6,58.0,5.36,5.33,3.29,2753
10680,1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790
1029,0.8,Very Good,J,SI1,61.6,56.0,5.94,5.98,3.67,2224
673,1.02,Very Good,E,VS1,58.9,59.0,6.52,6.65,3.88,7253
24302,0.39,Premium,F,VS1,61.7,58.0,4.71,4.69,2.9,956
23656,0.7,Premium,F,SI1,62.3,58.0,5.67,5.72,3.55,2196
3821,1.21,Ideal,G,SI2,62.9,57.0,6.78,6.73,4.25,4631
8347,0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7,692
25270,0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57,2273
13426,1.08,Ideal,G,VS1,61.0,56.0,6.62,6.65,4.05,7553
19484,0.23,Very Good,E,VS1,62.8,55.0,3.88,3.9,2.44,391
26553,0.23,Very Good,F,VVS2,60.4,61.0,3.93,3.95,2.38,505
9022,0.4,Ideal,G,VVS1,61.7,57.0,4.75,4.78,2.94,967
7278,0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710
1583,0.3,Ideal,G,VVS1,61.4,56.0,4.34,4.32,2.66,945
4909,0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71,720
22935,0.41,Ideal,F,VVS1,62.0,55.0,4.74,4.78,2.95,1295
21128,0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,918
3770,1.01,Good,D,SI1,63.9,61.0,6.31,6.28,4.02,5147
3406,1.51,Premium,I,SI1,58.6,62.0,7.51,7.45,4.38,8574
5591,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172
18218,0.43,Premium,F,SI1,62.5,56.0,4.85,4.82,3.02,1016
15338,0.51,Ideal,E,VS2,60.9,56.0,5.15,5.2,3.15,1656
13547,0.35,Ideal,E,SI2,61.4,56.0,4.51,4.55,2.78,491
25616,0.63,Premium,E,VVS1,60.9,60.0,5.52,5.55,3.37,2765
3769,1.03,Very Good,D,SI1,62.5,59.0,6.45,6.48,4.04,5924
23227,0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,1838
857,2.04,Ideal,I,SI2,62.8,57.0,8.11,8.07,5.08,10282
17978,0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09,918
9951,0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,795
1789,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
10472,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,15785
23596,1.5,Ideal,I,VS1,62.0,53.0,7.4,7.35,4.57,9618
6408,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
431,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007
16122,0.32,Ideal,D,VS2,62.6,57.0,4.37,4.41,2.75,758
6187,0.52,Premium,H,VS1,59.2,60.0,5.27,5.23,3.11,1577
14265,1.13,Ideal,D,VVS2,61.7,57.0,6.65,6.68,4.11,12150
5708,0.91,Very Good,G,SI2,62.8,59.0,6.09,6.14,3.84,3006
692,0.52,Ideal,D,VS1,61.3,56.0,5.21,5.22,3.2,2550
18627,2.21,Ideal,G,SI2,60.1,60.0,8.47,8.53,5.11,15948
